enno_msgid,sg_rule,eReason,sReason,enno_total_message,enno_total_case,enno_total_false,real_false,real_false_case,false_report_ratio,s_total_message,s_total_case,s_total_miss,real_miss,real_miss_case,miss_report_ratio,eReasonDiffStatistics,sReasonDiffStatistics,reasonDiffStatistics,eReasonIssueStatistics,sReasonIssueStatistics,reasonIssueStatistics
CdcFalsePathUnmatched,SGDC_cdc_false_path06,,,73,20,2,0,0,0.00%,73,19,2,0,0,0.00%,"Diff500-diff-built_in-012: msg: 2, case: 2","Diff500-bug-built_in-032: msg: 2, case: 1","Diff500-bug-built_in-032: msg: 2, case: 1
Diff500-diff-built_in-012: msg: 2, case: 2",,,
CdcFalsePathNoCrossing,FalsePathSetup,,,574,184,183,0,0,0.00%,436,159,6,0,0,0.00%,"Diff500-bug-built_in-029: msg: 27, case: 18
Diff500-bug-built_in-062: msg: 1, case: 1
Diff500-bug-built_in-011: msg: 155, case: 30","Diff500-bug-built_in-032: msg: 5, case: 2
Diff500-line_no-built_in-048: msg: 1, case: 1","Diff500-bug-built_in-029: msg: 27, case: 18
Diff500-bug-built_in-062: msg: 1, case: 1
Diff500-bug-built_in-011: msg: 155, case: 30
Diff500-bug-built_in-032: msg: 5, case: 2
Diff500-line_no-built_in-048: msg: 1, case: 1",,,
CdcFalsePathOptionMissing,SGDC_cdc_false_path07,,,76,44,6,0,0,0.00%,62,42,4,0,0,0.00%,"Diff500-bug-built_in-029: msg: 6, case: 3","Diff500-bug-built_in-032: msg: 4, case: 4","Diff500-bug-built_in-029: msg: 6, case: 3
Diff500-bug-built_in-032: msg: 4, case: 4",,,
RstSynchronizerUnused,SGDC_reset_synchronizer08,,,275,239,27,0,0,0.00%,265,231,17,0,0,0.00%,"Diff500-bug-built_in-056: msg: 3, case: 3
Diff89-report12-ar-unused: msg: 7, case: 7
Diff500-line_no-built_in-048: msg: 12, case: 8
Diff500-diff-built_in-017: msg: 5, case: 3","Diff128-synth25-unsynthesizable-lint_error_STARC05-2.5.1.5a: msg: 4, case: 3
Diff199-bug47-reset_synchronizer: msg: 1, case: 1
Diff500-line_no-built_in-048: msg: 10, case: 8
Diff500-bug-built_in-058: msg: 2, case: 2","Diff500-bug-built_in-056: msg: 3, case: 3
Diff89-report12-ar-unused: msg: 7, case: 7
Diff128-synth25-unsynthesizable-lint_error_STARC05-2.5.1.5a: msg: 4, case: 3
Diff199-bug47-reset_synchronizer: msg: 1, case: 1
Diff500-line_no-built_in-048: msg: 22, case: 8
Diff500-diff-built_in-017: msg: 5, case: 3
Diff500-bug-built_in-058: msg: 2, case: 2",,,
RstSynchronizerNotInFanoutPath,SGDC_reset_synchronizer02,,,108,93,8,0,0,0.00%,109,95,7,0,0,0.00%,"Diff88-report11-ar-fanout: msg: 6, case: 4
Diff200-bug48-reset_synchronizer: msg: 1, case: 1
Diff34-synth7-shift_register: msg: 1, case: 1","Diff500-bug-built_in-056: msg: 7, case: 7
Diff500-report-built_in-004: msg: 2, case: 2","Diff500-bug-built_in-056: msg: 7, case: 7
Diff88-report11-ar-fanout: msg: 6, case: 4
Diff500-report-built_in-004: msg: 2, case: 2
Diff200-bug48-reset_synchronizer: msg: 1, case: 1
Diff34-synth7-shift_register: msg: 1, case: 1",,,
RstSenseInvalid,SGDCSTX_008,,,47,26,10,0,0,0.00%,121,87,1,0,0,0.00%,"Diff500-diff-built_in-045: msg: 9, case: 3
Diff500-tcl-built_in-050: msg: 1, case: 1","Diff500-tcl-built_in-022: msg: 1, case: 1","Diff500-tcl-built_in-022: msg: 1, case: 1
Diff500-diff-built_in-045: msg: 9, case: 3
Diff500-tcl-built_in-050: msg: 1, case: 1",,,
RstSenseInvalid,SGDC_reset04,,,47,26,10,0,0,0.00%,37,24,0,0,0,0.00%,"Diff500-diff-built_in-045: msg: 9, case: 3
Diff500-tcl-built_in-050: msg: 1, case: 1",,"Diff500-tcl-built_in-022: msg: 1, case: 1
Diff500-diff-built_in-045: msg: 9, case: 3
Diff500-tcl-built_in-050: msg: 1, case: 1",,,
AbstractPortModuleUninstantiated,SGDC_abstract_port01,,,2,2,0,0,0,0.00%,6,5,0,0,0,0.00%,,,,,,
IpBlockModuleUninstantiated,SGDC_IP_block01,,,2,2,0,0,0,0.00%,9,7,0,0,0,0.00%,,,,,,
SyncCellFromToDomainSame,SGDC_sync_cell04,,,8,8,0,0,0,0.00%,8,8,0,0,0,0.00%,,,,,,
QualFromToDomainSame,SGDC_qualifier10,,,28,28,26,0,0,0.00%,37,34,30,0,0,0.00%,"Diff197-diff39-SGDC_waive_message: msg: 26, case: 26","Diff197-diff39-SGDC_waive_message: msg: 29, case: 29
Diff134-diff21-abstract_vclk: msg: 1, case: 1","Diff197-diff39-SGDC_waive_message: msg: 55, case: 29
Diff134-diff21-abstract_vclk: msg: 1, case: 1",,,
