enno_msgid,sg_rule,eReason,sReason,enno_total_message,enno_total_case,enno_total_false,real_false,real_false_case,false_report_ratio,s_total_message,s_total_case,s_total_miss,real_miss,real_miss_case,miss_report_ratio,eReasonDiffStatistics,sReasonDiffStatistics,reasonDiffStatistics,eReasonIssueStatistics,sReasonIssueStatistics,reasonIssueStatistics
AcSyncDataPath,,MuxSelect,Mux-select sync,216,200,7,0,0,0.00%,193,182,6,0,0,0.00%,"Diff3-synth3-mux_and: msg: 3, case: 3
Diff8-algorithm2: msg: 2, case: 2
Diff59-report4-multi_bits_merge: msg: 2, case: 2
pass-diff63-syncth14: msg: 13, case: 11
diff59-report4-multi_bits_merge: msg: 5, case: 3","Diff59-report4-multi_bits_merge: msg: 2, case: 2
Diff5-bug1-mux_latch: msg: 4, case: 4
pass-diff63-syncth14: msg: 3, case: 3
diff59-report4-multi_bits_merge: msg: 4, case: 2","Diff3-synth3-mux_and: msg: 3, case: 3
Diff8-algorithm2: msg: 2, case: 2
Diff59-report4-multi_bits_merge: msg: 2, case: 2
Diff5-bug1-mux_latch: msg: 4, case: 4
pass-diff63-syncth14: msg: 16, case: 14
diff59-report4-multi_bits_merge: msg: 5, case: 3",,,
AcSyncDataPath,,RecirculationMux,Recirculation flop,235,210,17,0,0,0.00%,26,22,1,0,0,0.00%,"Diff59-report4-multi_bits_merge: msg: 8, case: 5
Diff75-line_no3: msg: 5, case: 5
Diff35-synth8-1&1'b1: msg: 3, case: 3
Diff140-line_no6-conv: msg: 1, case: 1
Diff1-synth1-enable_dff: msg: 1, case: 1
diff59-report4-multi_bits_merge: msg: 13, case: 5
pass-diff63-syncth14: msg: 1, case: 1","Diff75-line_no3: msg: 1, case: 1","Diff59-report4-multi_bits_merge: msg: 8, case: 5
Diff75-line_no3: msg: 5, case: 5
Diff35-synth8-1&1'b1: msg: 3, case: 3
Diff140-line_no6-conv: msg: 1, case: 1
Diff1-synth1-enable_dff: msg: 1, case: 1
diff59-report4-multi_bits_merge: msg: 13, case: 5
pass-diff63-syncth14: msg: 1, case: 1",,,
AcSyncDataPath,,RecirculationMux,Enable Based Synchronizer,235,210,17,0,0,0.00%,218,197,37,0,0,0.00%,"Diff59-report4-multi_bits_merge: msg: 8, case: 5
Diff75-line_no3: msg: 5, case: 5
Diff35-synth8-1&1'b1: msg: 3, case: 3
Diff140-line_no6-conv: msg: 1, case: 1
Diff1-synth1-enable_dff: msg: 1, case: 1
diff59-report4-multi_bits_merge: msg: 13, case: 5
pass-diff63-syncth14: msg: 1, case: 1","Diff32-diff5-dest_qualifer: msg: 2, case: 2
Diff5-bug1-mux_latch: msg: 6, case: 6
Diff59-report4-multi_bits_merge: msg: 8, case: 5
Diff75-line_no3: msg: 4, case: 4
Diff67-diff11-latch: msg: 16, case: 16
Diff108-synth21-data_const: msg: 1, case: 1
Diff1-synth1-enable_dff: msg: 1, case: 1
diff59-report4-multi_bits_merge: msg: 13, case: 5","Diff32-diff5-dest_qualifer: msg: 2, case: 2
Diff5-bug1-mux_latch: msg: 6, case: 6
Diff59-report4-multi_bits_merge: msg: 8, case: 5
Diff75-line_no3: msg: 5, case: 5
Diff35-synth8-1&1'b1: msg: 3, case: 3
Diff67-diff11-latch: msg: 16, case: 16
Diff140-line_no6-conv: msg: 1, case: 1
Diff108-synth21-data_const: msg: 1, case: 1
Diff1-synth1-enable_dff: msg: 2, case: 1
diff59-report4-multi_bits_merge: msg: 13, case: 5
pass-diff63-syncth14: msg: 1, case: 1",,,
AcSyncDataPath,,ValidGate,Synchronization at And gate,526,466,30,0,0,0.00%,381,331,19,0,0,0.00%,"Diff59-report4-multi_bits_merge: msg: 14, case: 8
Diff75-line_no3: msg: 2, case: 2
Diff35-synth8-1&1'b1: msg: 6, case: 6
Diff25-synth5-mux_and: msg: 2, case: 2
Diff140-line_no6-conv: msg: 2, case: 2
Diff78-bug15-and_gate: msg: 4, case: 4
Diff92-algorithm3-merge_with_other_source: msg: 2, case: 1
diff59-report4-multi_bits_merge: msg: 22, case: 8
pass-diff63-syncth14: msg: 3, case: 3","Diff7-bug2-src_same_as_qual_src: msg: 3, case: 3
Diff59-report4-multi_bits_merge: msg: 7, case: 4
Diff75-line_no3: msg: 1, case: 1
Diff140-line_no6-conv: msg: 2, case: 2
Diff5-bug1-mux_latch: msg: 7, case: 7
pass-diff63-syncth14: msg: 12, case: 10
diff59-report4-multi_bits_merge: msg: 12, case: 5","Diff7-bug2-src_same_as_qual_src: msg: 3, case: 3
Diff59-report4-multi_bits_merge: msg: 14, case: 8
Diff75-line_no3: msg: 2, case: 2
Diff35-synth8-1&1'b1: msg: 6, case: 6
Diff25-synth5-mux_and: msg: 2, case: 2
Diff140-line_no6-conv: msg: 2, case: 2
Diff78-bug15-and_gate: msg: 4, case: 4
Diff5-bug1-mux_latch: msg: 7, case: 7
Diff92-algorithm3-merge_with_other_source: msg: 2, case: 1
pass-diff63-syncth14: msg: 15, case: 13
diff59-report4-multi_bits_merge: msg: 23, case: 9",,,
AcSyncDataPath,,ValidGate,Merges with valid .* qualifier,526,466,30,0,0,0.00%,165,149,25,0,0,0.00%,"Diff59-report4-multi_bits_merge: msg: 14, case: 8
Diff75-line_no3: msg: 2, case: 2
Diff35-synth8-1&1'b1: msg: 6, case: 6
Diff25-synth5-mux_and: msg: 2, case: 2
Diff140-line_no6-conv: msg: 2, case: 2
Diff78-bug15-and_gate: msg: 4, case: 4
Diff92-algorithm3-merge_with_other_source: msg: 2, case: 1
diff59-report4-multi_bits_merge: msg: 22, case: 8
pass-diff63-syncth14: msg: 3, case: 3","Diff59-report4-multi_bits_merge: msg: 7, case: 4
Diff75-line_no3: msg: 1, case: 1
Diff32-diff5-dest_qualifer: msg: 2, case: 2
Diff36-bug4-user_defined_qualifier: msg: 14, case: 11
Diff72-report7-multi_bits_merge: msg: 4, case: 4
Diff5-bug1-mux_latch: msg: 2, case: 2
pass-diff63-syncth14: msg: 2, case: 2
diff59-report4-multi_bits_merge: msg: 11, case: 4","Diff59-report4-multi_bits_merge: msg: 14, case: 8
Diff75-line_no3: msg: 2, case: 2
Diff35-synth8-1&1'b1: msg: 6, case: 6
Diff32-diff5-dest_qualifer: msg: 2, case: 2
Diff25-synth5-mux_and: msg: 2, case: 2
Diff36-bug4-user_defined_qualifier: msg: 14, case: 11
Diff72-report7-multi_bits_merge: msg: 4, case: 4
Diff140-line_no6-conv: msg: 2, case: 2
Diff78-bug15-and_gate: msg: 4, case: 4
Diff5-bug1-mux_latch: msg: 2, case: 2
Diff92-algorithm3-merge_with_other_source: msg: 2, case: 1
pass-diff63-syncth14: msg: 5, case: 5
diff59-report4-multi_bits_merge: msg: 22, case: 8",,,
AcUnsyncCtrlPath,,CtrlClkDomainMismatch,Clock domains of destination instance and synchronizer flop do not match,164,107,4,0,0,0.00%,179,116,12,0,0,0.00%,"Diff63-synth14-vague_match: msg: 4, case: 4
Diff157-report23-clocklist: msg: 1, case: 1
pass-diff63-syncth14: msg: 1, case: 1
pass-diff80-report9: msg: 1, case: 1","Diff63-synth14-vague_match: msg: 3, case: 2
Diff157-report23-clocklist: msg: 2, case: 1
Diff5-bug1-mux_latch: msg: 6, case: 6
Diff38-diff6-clock_info05: msg: 3, case: 1
pass-diff63-syncth14: msg: 8, case: 5
pass-diff80-report9: msg: 1, case: 1","Diff63-synth14-vague_match: msg: 6, case: 4
Diff157-report23-clocklist: msg: 3, case: 1
Diff5-bug1-mux_latch: msg: 6, case: 6
Diff38-diff6-clock_info05: msg: 3, case: 1
pass-diff63-syncth14: msg: 9, case: 6
pass-diff80-report9: msg: 1, case: 1",,,
AcUnsyncCtrlPath,,CtrlPotentialSynRstUndefined,Sync reset used in multi-flop synchronizer,350,323,6,0,0,0.00%,169,166,7,0,0,0.00%,"Diff63-synth14-vague_match: msg: 6, case: 6
pass-diff63-syncth14: msg: 178, case: 156","Diff34-synth7-shift_register: msg: 1, case: 1
Diff5-bug1-mux_latch: msg: 6, case: 6
pass-diff63-syncth14: msg: 1, case: 1","Diff63-synth14-vague_match: msg: 6, case: 6
Diff34-synth7-shift_register: msg: 1, case: 1
Diff5-bug1-mux_latch: msg: 6, case: 6
pass-diff63-syncth14: msg: 179, case: 157",,,
AcUnsyncCtrlPath,,InvalidSyncCell,Invalid synchronizer .*,217,130,42,0,0,0.00%,307,83,8,0,0,0.00%,"Diff9-Multi_reasons1: msg: 12, case: 11
Diff9-multi_reasons1: msg: 30, case: 27
pass-diff63-syncth14: msg: 4, case: 2
pass-diff80-report9: msg: 4, case: 3","Diff5-bug1-mux_latch: msg: 8, case: 4
pass-diff80-report9: msg: 4, case: 3","Diff9-Multi_reasons1: msg: 12, case: 11
Diff9-multi_reasons1: msg: 30, case: 27
Diff5-bug1-mux_latch: msg: 8, case: 4
pass-diff63-syncth14: msg: 4, case: 2
pass-diff80-report9: msg: 4, case: 3",,,
AcUnsyncCtrlPath,,MultiFanout,Destination instance is driving multiple paths,340,316,9,0,0,0.00%,169,165,0,0,0,0.00%,"Diff5-bug1-mux_latch: msg: 7, case: 7
Diff4-interface: msg: 2, case: 2
pass-diff63-syncth14: msg: 165, case: 151","pass-diff63-syncth14: msg: 3, case: 3","Diff5-bug1-mux_latch: msg: 7, case: 7
Diff4-interface: msg: 2, case: 2
pass-diff63-syncth14: msg: 168, case: 154",,,
AcUnsyncCtrlPath,,NonstaticComboInCrossing,Combinational logic used between crossing,230,139,6,0,0,0.00%,270,172,46,0,0,0.00%,"Diff115-bug27-version_difference: msg: 5, case: 1
Diff62-diff10-operator: msg: 1, case: 1","Diff115-bug27-version_difference: msg: 5, case: 1
Diff3-synth3-mux_and: msg: 26, case: 26
Diff5-bug1-mux_latch: msg: 15, case: 8
pass-diff3-synth3: msg: 26, case: 26","Diff115-bug27-version_difference: msg: 10, case: 1
Diff3-synth3-mux_and: msg: 26, case: 26
Diff5-bug1-mux_latch: msg: 15, case: 8
Diff62-diff10-operator: msg: 1, case: 1
pass-diff3-synth3: msg: 26, case: 26",,,
AcUnsyncCtrlPath,,UnsyncSyncRst,Unsynchronized synchronous reset,145,94,54,0,0,0.00%,189,87,7,0,0,0.00%,"Diff59-report4-multi_bits_merge: msg: 1, case: 1
Diff17-Multi_reasons6: msg: 40, case: 13
Diff71-report6-black_box: msg: 1, case: 1
Diff80-report9-clock_clocklist: msg: 34, case: 7
Diff9-Multi_reasons1: msg: 13, case: 2
diff59-report4-multi_bits_merge: msg: 2, case: 1","Diff59-report4-multi_bits_merge: msg: 1, case: 1
Diff34-synth7-shift_register: msg: 3, case: 3
Diff5-bug1-mux_latch: msg: 3, case: 3
diff59-report4-multi_bits_merge: msg: 2, case: 1
pass-diff63-syncth14: msg: 1, case: 1","Diff59-report4-multi_bits_merge: msg: 1, case: 1
Diff17-Multi_reasons6: msg: 40, case: 13
Diff71-report6-black_box: msg: 1, case: 1
Diff80-report9-clock_clocklist: msg: 34, case: 7
Diff9-Multi_reasons1: msg: 13, case: 2
Diff34-synth7-shift_register: msg: 3, case: 3
Diff5-bug1-mux_latch: msg: 3, case: 3
diff59-report4-multi_bits_merge: msg: 2, case: 1
pass-diff63-syncth14: msg: 1, case: 1",,,
AcUnsyncDataPath,,InvalidGate,Gating logic not accepted: gate-type invalid,129,115,14,0,0,0.00%,76,68,0,0,0,0.00%,"Diff36-bug4-user_defined_qualifier: msg: 14, case: 11
Diff72-report7-multi_bits_merge: msg: 4, case: 4
pass-diff63-syncth14: msg: 12, case: 12
pass-diff147-report21-multi_bits_merge: msg: 6, case: 6
diff59-report4-multi_bits_merge: msg: 2, case: 1","pass-diff147-report21-multi_bits_merge: msg: 6, case: 6","Diff36-bug4-user_defined_qualifier: msg: 14, case: 11
Diff72-report7-multi_bits_merge: msg: 4, case: 4
pass-diff63-syncth14: msg: 12, case: 12
pass-diff147-report21-multi_bits_merge: msg: 6, case: 6
diff59-report4-multi_bits_merge: msg: 2, case: 1",,,
AcUnsyncDataPath,,NoDestMuxDataPin,Gating logic not accepted: only sources drive MUX data inputs; atleast one destination domain signal should drive a MUX data input,50,25,0,0,0,0.00%,54,31,11,0,0,0.00%,,"Diff8-algorithm2: msg: 2, case: 2
Diff5-bug1-mux_latch: msg: 9, case: 9
pass-diff63-syncth14: msg: 9, case: 3","Diff8-algorithm2: msg: 2, case: 2
Diff5-bug1-mux_latch: msg: 9, case: 9
pass-diff63-syncth14: msg: 9, case: 3",,,
AcUnsyncDataPath,,QualMergesOtherSrc,User-defined qualifier merges with another source with non-deterministic enable condition before gating logic,127,102,2,0,0,0.00%,24,22,2,0,0,0.00%,"Diff36-bug4-user_defined_qualifier: msg: 2, case: 2
Diff72-report7-multi_bits_merge: msg: 2, case: 2
diff59-report4-multi_bits_merge: msg: 1, case: 1
pass-diff63-syncth14: msg: 23, case: 15","Diff92-algorithm3-merge_with_other_source: msg: 2, case: 1
diff59-report4-multi_bits_merge: msg: 2, case: 1","Diff36-bug4-user_defined_qualifier: msg: 2, case: 2
Diff72-report7-multi_bits_merge: msg: 2, case: 2
Diff92-algorithm3-merge_with_other_source: msg: 2, case: 1
diff59-report4-multi_bits_merge: msg: 3, case: 2
pass-diff63-syncth14: msg: 23, case: 15",,,
