enno_msgid,sg_rule,eReason,sReason,enno_total_message,enno_total_case,enno_total_false,real_false,real_false_case,false_report_ratio,s_total_message,s_total_case,s_total_miss,real_miss,real_miss_case,miss_report_ratio,eReasonDiffStatistics,sReasonDiffStatistics,reasonDiffStatistics,eReasonIssueStatistics,sReasonIssueStatistics,reasonIssueStatistics
CMD-1016,SGDCSTX_011,,,75,51,0,0,0,0.00%,10,10,0,0,0,0.00%,,,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1",,,
CMD-2085,SGDCSTX_007,,,14,8,1,0,0,0.00%,21,11,0,0,0,0.00%,"Diff500-built_in-005-??-Diff500-bug-built_in-005: msg: 1, case: 1",,"Diff500-built_in-005-??-Diff500-bug-built_in-005: msg: 1, case: 1",,,
ReadFailed,SGDCSTX_019,,,20,20,0,0,0,0.00%,17,17,0,0,0,0.00%,,,,,,
ReadFailed,SGDCSTX_020,,,20,20,0,0,0,0.00%,22,22,0,0,0,0.00%,,,,,,
CmdInvalid,SGDCSTX_002,,,28,26,1,0,0,0.00%,28,23,5,0,0,0.00%,"pass-s-outside_spec: msg: 1, case: 1","Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 5, case: 3","Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 5, case: 3
pass-s-outside_spec: msg: 1, case: 1",,,
CmdNoOptionInput,SGDC_cdc_false_path05,,,5,3,0,0,0,0.00%,9,5,0,0,0,0.00%,,,,,,
CmdOptionValueInvalid,SGDCSTX_008,,,312,178,60,0,0,0.00%,132,87,1,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1","Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1","Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,SGDC_reset_synchronizer04,,,312,178,60,0,0,0.00%,44,39,0,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,SGDC_reset_synchronizer06,,,312,178,60,0,0,0.00%,31,27,0,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,SGDC_reset_synchronizer07,,,312,178,60,0,0,0.00%,6,5,0,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,FalsePathSetup,,,312,178,60,0,0,0.00%,433,159,4,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1","Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1","Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,SGDC_cdc_false_path06,,,312,178,60,0,0,0.00%,73,19,0,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,SGDC_cdc_false_path07,,,312,178,60,0,0,0.00%,62,42,0,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,SGDC_qualifier02a,,,312,178,60,0,0,0.00%,77,52,0,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,SGDC_qualifier02c,,,312,178,60,0,0,0.00%,1,1,0,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,SGDC_qualifier03a,,,312,178,60,0,0,0.00%,84,54,0,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdOptionValueInvalid,SGDC_qualifier03c,,,312,178,60,0,0,0.00%,1,1,0,0,0,0.00%,"pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1
pass-s-outside_spec: msg: 38, case: 19
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 3, case: 2
Diff500-built_in-016-??-Diff500-bug-built_in-016: msg: 1, case: 1
Diff134-diff21-abstract_vclk: msg: 19, case: 9
Diff500-built_in-052-??-Diff500-diff-built_in-052: msg: 1, case: 1
Diff500-built_in-048-??-Diff500-line_no-built_in-048: msg: 1, case: 1
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 1, case: 1",,,
CmdEndingDoubleQuoteMissing,SGDCSTX_009,,,20,20,5,0,0,0.00%,21,15,6,0,0,0.00%,"pass-s-outside_spec: msg: 5, case: 5","Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 6, case: 2","Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 6, case: 2
pass-s-outside_spec: msg: 5, case: 5",,,
CmdOverride,SGDCWRN_123,,,16,12,0,0,0,0.00%,7,5,0,0,0,0.00%,,,,,,
CmdOverride,SGDC_reset_synchronizer10,,,16,12,0,0,0,0.00%,16,12,0,0,0,0.00%,,,,,,
OptionDependencyError,checkSGDC_together02,,,37,30,0,0,0,0.00%,38,35,0,0,0,0.00%,,,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1",,,
OptionDependencyError,SGDCSTX_008,,,37,30,0,0,0,0.00%,132,87,1,0,0,0.00%,,"Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1","Diff500-built_in-022-??-Diff500-tcl-built_in-022: msg: 1, case: 1",,,
MultiArgsInvalid,SGDCSTX_012,,,0,0,0,0,0,0,4,4,0,0,0,0.00%,,,,,,
SetupClkPropagated,Propagate_Clocks,,,13652,7190,45,0,0,0.00%,16802,7548,395,0,0,0.00%,"Diff500-built in-035-??-Diff500-diff-built_in-035: msg: 1, case: 1
Diff500-built_in-020-??-Diff500-report-built_in-020: msg: 2, case: 2
Diff500-built_in-029-??-Diff500-bug-built_in-029: msg: 20, case: 20
Diff500-built_in-046-??-Diff500-diff-built_in-046: msg: 6, case: 3
Diff500-builtin_in-050-??-Diff500-tcl-built_in-050: msg: 2, case: 1
Diff500-built_in-036-??-Diff500-report-built_in-036: msg: 1, case: 1
Diff500-built_in-055-??-Diff500-diff-built_in-055: msg: 1, case: 1
Diff166-bug42-filter_names: msg: 1, case: 1
Diff76-diff14-clock_generate: msg: 1, case: 1
Diff5-bug1-mux_latch: msg: 1, case: 1
Diff34-synth7-shift_register: msg: 1, case: 1
Diff132-synth27-clock_info01: msg: 2, case: 2
Diff104-bug23-wildcard: msg: 2, case: 1
Diff208-diff42-propagate_rst__propagate_clk: msg: 1, case: 1
Diff167-synth34-logic_optimization: msg: 1, case: 1
Diff107-bug24_syntax1: msg: 2, case: 2","Diff500-built_in-024 -??-Diff500-handle-built_in-024: msg: 2, case: 2
Diff31-line_no: msg: 1, case: 1
Diff82-handle1-current_design: msg: 9, case: 8
Diff500-built in-044-??-Diff500-diff-built_in-044: msg: 2, case: 2
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 21, case: 8
Diff500-built in-034-??-Diff500-line_no-built_in-034: msg: 2, case: 2
Diff500-built_in-026-??-Diff500-bug-built_in-026: msg: 4, case: 2
Diff500-built_in-017-??-Diff500-diff-built_in-017: msg: 14, case: 8
Diff500-built_in-026-??-Diff500-built_in-017: msg: 1, case: 1
Diff500-built_in-024: msg: 1, case: 1
Diff500-report-built_in-036: msg: 1, case: 1
Diff500-built_in-020-??-Diff500-report-built_in-020: msg: 3, case: 2
Diff197-diff39-SGDC_waive_message: msg: 71, case: 61
Diff500-built_in-024-??-Diff500-handle-built_in-024: msg: 60, case: 38
Diff134-diff21-abstract_vclk: msg: 72, case: 27
Diff500-built_in-015-??-Diff500-tcl-built_in-015: msg: 16, case: 1
Diff500-built_in-018-??-Diff500-diff-built_in-018: msg: 12, case: 5
Diff198-diff40-special_symbol02: msg: 2, case: 1
Diff128-synth25-unsynthesizable-lint_error_STARC05-2.5.1.5a: msg: 31, case: 23
Diff500-built_in-003 -??-Diff500-bug-built_in-003: msg: 2, case: 2
Diff500-built_in-003-??-Diff500-bug-built_in-003: msg: 2, case: 2
Diff500-built_in-045-??-Diff500-diff-built_in-045: msg: 4, case: 4
Diff500-built_in-005-??-Diff500-bug-built_in-005: msg: 1, case: 1
Diff199-bug47-reset_synchronizer: msg: 1, case: 1
Diff500-built_in-036-??-Diff500-report-built_in-036: msg: 1, case: 1
Diff500-built_in-055-??-Diff500-diff-built_in-055: msg: 4, case: 1
Diff125-diff20-logic_optimization: msg: 16, case: 16
Diff104-bug23-wildcard: msg: 6, case: 2
Diff192-diff35-logic_optimization: msg: 7, case: 7
Diff76-diff14-clock_generate: msg: 2, case: 1
Diff34-synth7-shift_register: msg: 7, case: 7
Diff5-bug1-mux_latch: msg: 2, case: 1
Diff132-synth27-clock_info01: msg: 2, case: 2
Diff23-Lint_error-comb_loop: msg: 2, case: 2
Diff194-diff37-SGDC2SDC: msg: 3, case: 2
Diff148-report22-set_case_analysis: msg: 2, case: 2
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 2, case: 1
Diff167-synth34-logic_optimization: msg: 1, case: 1
Diff22-Lint_error: msg: 2, case: 1
Diff61-diff9-clk_inferred: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 2, case: 2","Diff500-built_in-024 -??-Diff500-handle-built_in-024: msg: 2, case: 2
Diff31-line_no: msg: 1, case: 1
Diff500-built in-035-??-Diff500-diff-built_in-035: msg: 1, case: 1
Diff82-handle1-current_design: msg: 9, case: 8
Diff500-built in-044-??-Diff500-diff-built_in-044: msg: 2, case: 2
Diff500-built_in-032-??-Diff500-bug-built_in-032: msg: 21, case: 8
Diff500-built in-034-??-Diff500-line_no-built_in-034: msg: 2, case: 2
Diff500-built_in-026-??-Diff500-bug-built_in-026: msg: 4, case: 2
Diff500-built_in-017-??-Diff500-diff-built_in-017: msg: 14, case: 8
Diff500-built_in-026-??-Diff500-built_in-017: msg: 1, case: 1
Diff500-built_in-024: msg: 1, case: 1
Diff500-report-built_in-036: msg: 1, case: 1
Diff500-built_in-020-??-Diff500-report-built_in-020: msg: 5, case: 2
Diff500-built_in-029-??-Diff500-bug-built_in-029: msg: 20, case: 20
Diff197-diff39-SGDC_waive_message: msg: 71, case: 61
Diff500-built_in-046-??-Diff500-diff-built_in-046: msg: 6, case: 3
Diff500-built_in-024-??-Diff500-handle-built_in-024: msg: 60, case: 38
Diff134-diff21-abstract_vclk: msg: 72, case: 27
Diff500-built_in-015-??-Diff500-tcl-built_in-015: msg: 16, case: 1
Diff500-builtin_in-050-??-Diff500-tcl-built_in-050: msg: 2, case: 1
Diff500-built_in-018-??-Diff500-diff-built_in-018: msg: 12, case: 5
Diff198-diff40-special_symbol02: msg: 2, case: 1
Diff128-synth25-unsynthesizable-lint_error_STARC05-2.5.1.5a: msg: 31, case: 23
Diff500-built_in-003 -??-Diff500-bug-built_in-003: msg: 2, case: 2
Diff500-built_in-003-??-Diff500-bug-built_in-003: msg: 2, case: 2
Diff500-built_in-045-??-Diff500-diff-built_in-045: msg: 4, case: 4
Diff500-built_in-005-??-Diff500-bug-built_in-005: msg: 1, case: 1
Diff199-bug47-reset_synchronizer: msg: 1, case: 1
Diff500-built_in-036-??-Diff500-report-built_in-036: msg: 2, case: 1
Diff500-built_in-055-??-Diff500-diff-built_in-055: msg: 5, case: 1
Diff166-bug42-filter_names: msg: 1, case: 1
Diff125-diff20-logic_optimization: msg: 16, case: 16
Diff104-bug23-wildcard: msg: 8, case: 3
Diff192-diff35-logic_optimization: msg: 7, case: 7
Diff76-diff14-clock_generate: msg: 3, case: 1
Diff34-synth7-shift_register: msg: 8, case: 7
Diff5-bug1-mux_latch: msg: 3, case: 1
Diff132-synth27-clock_info01: msg: 4, case: 2
Diff23-Lint_error-comb_loop: msg: 2, case: 2
Diff194-diff37-SGDC2SDC: msg: 3, case: 2
Diff148-report22-set_case_analysis: msg: 2, case: 2
Diff500-built_in-019-??-Diff500-bug-built_in-019: msg: 2, case: 1
Diff208-diff42-propagate_rst__propagate_clk: msg: 1, case: 1
Diff167-synth34-logic_optimization: msg: 2, case: 1
Diff22-Lint_error: msg: 2, case: 1
Diff61-diff9-clk_inferred: msg: 1, case: 1
Diff84-synth16-unsynthesizable: msg: 2, case: 2
Diff107-bug24_syntax1: msg: 2, case: 2",,,
